start;payout_offer;payout_accept;fee
23993;150072938;49927062;300000
23994;150062516;49937484;300000
23995;150052094;49947906;300000
23996;150041674;49958326;300000
23997;150031254;49968746;300000
23998;150020835;49979165;300000
23999;150010417;49989583;300000
24000;150000000;50000000;300000
24001;149989584;50010416;300000
24002;149979168;50020832;300000
24003;149968754;50031246;300000
24004;149958340;50041660;300000
24005;149947928;50052072;300000
24006;149937516;50062484;300000
24007;149927105;50072895;300000
24008;149916694;50083306;300000
24009;149906285;50093715;300000
24010;149895877;50104123;300000
24011;149885469;50114531;300000
24012;149875062;50124938;300000
24013;149864657;50135343;300000
24014;149854252;50145748;300000
24015;149843848;50156152;300000
24016;149833444;50166556;300000
24017;149823042;50176958;300000
24018;149812641;50187359;300000
24019;149802240;50197760;300000
24020;149791840;50208160;300000
24021;149781441;50218559;300000
24022;149771043;50228957;300000
24023;149760646;50239354;300000
24024;149750250;50249750;300000
24025;149739854;50260146;300000
24026;149729460;50270540;300000
24027;149719066;50280934;300000
24028;149708673;50291327;300000
24029;149698281;50301719;300000
24030;149687890;50312110;300000
24031;149677500;50322500;300000
24032;149667111;50332889;300000
24033;149656722;50343278;300000
24034;149646334;50353666;300000
24035;149635948;50364052;300000
24036;149625562;50374438;300000
24037;149615177;50384823;300000
24038;149604792;50395208;300000
24039;149594409;50405591;300000
24040;149584027;50415973;300000
24041;149573645;50426355;300000
24042;149563264;50436736;300000
24043;149552884;50447116;300000
24044;149542505;50457495;300000
24045;149532127;50467873;300000
24046;149521750;50478250;300000
24047;149511374;50488626;300000
24048;149500998;50499002;300000
24049;149490623;50509377;300000
24050;149480249;50519751;300000
24051;149469877;50530123;300000
24052;149459504;50540496;300000
24053;149449133;50550867;300000
24054;149438763;50561237;300000
24055;149428393;50571607;300000
24056;149418025;50581975;300000
24057;149407657;50592343;300000
24058;149397290;50602710;300000
24059;149386924;50613076;300000
24060;149376559;50623441;300000
24061;149366194;50633806;300000
24062;149355831;50644169;300000
24063;149345468;50654532;300000
24064;149335106;50664894;300000
24065;149324745;50675255;300000
24066;149314385;50685615;300000
24067;149304026;50695974;300000
24068;149293668;50706332;300000
24069;149283310;50716690;300000
24070;149272954;50727046;300000
24071;149262598;50737402;300000
24072;149252243;50747757;300000
24073;149241889;50758111;300000
24074;149231536;50768464;300000
24075;149221184;50778816;300000
24076;149210832;50789168;300000
24077;149200482;50799518;300000
24078;149190132;50809868;300000
24079;149179783;50820217;300000
24080;149169435;50830565;300000
24081;149159088;50840912;300000
24082;149148742;50851258;300000
24083;149138396;50861604;300000
24084;149128052;50871948;300000
24085;149117708;50882292;300000
24086;149107365;50892635;300000
24087;149097023;50902977;300000
24088;149086682;50913318;300000
24089;149076342;50923658;300000
24090;149066002;50933998;300000
24091;149055664;50944336;300000
24092;149045326;50954674;300000
24093;149034989;50965011;300000
24094;149024653;50975347;300000
24095;149014318;50985682;300000
24096;149003984;50996016;300000
24097;148993651;51006349;300000
24098;148983318;51016682;300000
24099;148972986;51027014;300000
24100;148962656;51037344;300000
24101;148952326;51047674;300000
24102;148941997;51058003;300000
24103;148931668;51068332;300000
24104;148921341;51078659;300000
24105;148911014;51088986;300000
24106;148900689;51099311;300000
24107;148890364;51109636;300000
24108;148880040;51119960;300000
24109;148869717;51130283;300000
24110;148859394;51140606;300000
24111;148849073;51150927;300000
24112;148838752;51161248;300000
24113;148828433;51171567;300000
24114;148818114;51181886;300000
24115;148807796;51192204;300000
24116;148797479;51202521;300000
24117;148787163;51212837;300000
24118;148776847;51223153;300000
24119;148766533;51233467;300000
24120;148756219;51243781;300000
24121;148745906;51254094;300000
24122;148735594;51264406;300000
24123;148725283;51274717;300000
24124;148714973;51285027;300000
24125;148704663;51295337;300000
24126;148694355;51305645;300000
24127;148684047;51315953;300000
24128;148673740;51326260;300000
24129;148663434;51336566;300000
24130;148653129;51346871;300000
24131;148642825;51357175;300000
24132;148632521;51367479;300000
24133;148622219;51377781;300000
24134;148611917;51388083;300000
24135;148601616;51398384;300000
24136;148591316;51408684;300000
24137;148581017;51418983;300000
24138;148570718;51429282;300000
24139;148560421;51439579;300000
24140;148550124;51449876;300000
24141;148539829;51460171;300000
24142;148529534;51470466;300000
24143;148519240;51480760;300000
24144;148508946;51491054;300000
24145;148498654;51501346;300000
24146;148488362;51511638;300000
24147;148478072;51521928;300000
24148;148467782;51532218;300000
24149;148457493;51542507;300000
24150;148447205;51552795;300000
24151;148436918;51563082;300000
24152;148426631;51573369;300000
24153;148416346;51583654;300000
24154;148406061;51593939;300000
24155;148395777;51604223;300000
24156;148385494;51614506;300000
24157;148375212;51624788;300000
24158;148364931;51635069;300000
24159;148354650;51645350;300000
24160;148344371;51655629;300000
24161;148334092;51665908;300000
24162;148323814;51676186;300000
24163;148313537;51686463;300000
24164;148303261;51696739;300000
24165;148292986;51707014;300000
24166;148282711;51717289;300000
24167;148272438;51727562;300000
24168;148262165;51737835;300000
24169;148251893;51748107;300000
24170;148241622;51758378;300000
24171;148231352;51768648;300000
24172;148221082;51778918;300000
24173;148210814;51789186;300000
24174;148200546;51799454;300000
24175;148190279;51809721;300000
24176;148180013;51819987;300000
24177;148169748;51830252;300000
24178;148159484;51840516;300000
24179;148149220;51850780;300000
24180;148138958;51861042;300000
24181;148128696;51871304;300000
24182;148118435;51881565;300000
24183;148108175;51891825;300000
24184;148097916;51902084;300000
24185;148087658;51912342;300000
24186;148077400;51922600;300000
24187;148067144;51932856;300000
24188;148056888;51943112;300000
24189;148046633;51953367;300000
24190;148036379;51963621;300000
24191;148026125;51973875;300000
24192;148015873;51984127;300000
24193;148005621;51994379;300000
24194;147995371;52004629;300000
24195;147985121;52014879;300000
24196;147974872;52025128;300000
24197;147964624;52035376;300000
24198;147954376;52045624;300000
24199;147944130;52055870;300000
24200;147933884;52066116;300000
24201;147923640;52076360;300000
24202;147913396;52086604;300000
24203;147903153;52096847;300000
24204;147892910;52107090;300000
24205;147882669;52117331;300000
24206;147872428;52127572;300000
24207;147862189;52137811;300000
24208;147851950;52148050;300000
24209;147841712;52158288;300000
24210;147831475;52168525;300000
24211;147821238;52178762;300000
24212;147811003;52188997;300000
24213;147800768;52199232;300000
24214;147790534;52209466;300000
24215;147780301;52219699;300000
24216;147770069;52229931;300000
24217;147759838;52240162;300000
24218;147749608;52250392;300000
24219;147739378;52260622;300000
24220;147729149;52270851;300000
24221;147718922;52281078;300000
24222;147708695;52291305;300000
24223;147698468;52301532;300000
24224;147688243;52311757;300000
24225;147678019;52321981;300000
24226;147667795;52332205;300000
24227;147657572;52342428;300000
24228;147647350;52352650;300000
24229;147637129;52362871;300000
24230;147626909;52373091;300000
24231;147616689;52383311;300000
24232;147606471;52393529;300000
24233;147596253;52403747;300000
24234;147586036;52413964;300000
24235;147575820;52424180;300000
24236;147565605;52434395;300000
24237;147555391;52444609;300000
24238;147545177;52454823;300000
24239;147534964;52465036;300000
24240;147524752;52475248;300000
24241;147514541;52485459;300000
24242;147504331;52495669;300000
24243;147494122;52505878;300000
24244;147483914;52516086;300000
24245;147473706;52526294;300000
24246;147463499;52536501;300000
24247;147453293;52546707;300000
24248;147443088;52556912;300000
24249;147432884;52567116;300000
24250;147422680;52577320;300000
24251;147412478;52587522;300000
24252;147402276;52597724;300000
24253;147392075;52607925;300000
24254;147381875;52618125;300000
24255;147371676;52628324;300000
24256;147361478;52638522;300000
24257;147351280;52648720;300000
24258;147341083;52658917;300000
24259;147330888;52669112;300000
24260;147320692;52679308;300000
24261;147310498;52689502;300000
24262;147300305;52699695;300000
24263;147290113;52709887;300000
24264;147279921;52720079;300000
24265;147269730;52730270;300000
24266;147259540;52740460;300000
24267;147249351;52750649;300000
24268;147239163;52760837;300000
24269;147228975;52771025;300000
24270;147218789;52781211;300000
24271;147208603;52791397;300000
24272;147198418;52801582;300000
24273;147188234;52811766;300000
24274;147178051;52821949;300000
24275;147167868;52832132;300000
24276;147157687;52842313;300000
24277;147147506;52852494;300000
24278;147137326;52862674;300000
24279;147127147;52872853;300000
24280;147116969;52883031;300000
24281;147106791;52893209;300000
24282;147096615;52903385;300000
24283;147086439;52913561;300000
24284;147076264;52923736;300000
24285;147066090;52933910;300000
24286;147055917;52944083;300000
24287;147045745;52954255;300000
24288;147035573;52964427;300000
24289;147025402;52974598;300000
24290;147015233;52984767;300000
24291;147005064;52994936;300000
24292;146994895;53005105;300000
24293;146984728;53015272;300000
24294;146974562;53025438;300000
24295;146964396;53035604;300000
24296;146954231;53045769;300000
24297;146944067;53055933;300000
24298;146933904;53066096;300000
24299;146923742;53076258;300000
24300;146913580;53086420;300000
24301;146903420;53096580;300000
24302;146893260;53106740;300000
24303;146883101;53116899;300000
24304;146872943;53127057;300000
24305;146862785;53137215;300000
24306;146852629;53147371;300000
24307;146842473;53157527;300000
24308;146832319;53167681;300000
24309;146822165;53177835;300000
24310;146812012;53187988;300000
24311;146801859;53198141;300000
24312;146791708;53208292;300000
24313;146781557;53218443;300000
24314;146771407;53228593;300000
24315;146761258;53238742;300000
24316;146751110;53248890;300000
24317;146740963;53259037;300000
24318;146730817;53269183;300000
24319;146720671;53279329;300000
24320;146710526;53289474;300000
24321;146700382;53299618;300000
24322;146690239;53309761;300000
24323;146680097;53319903;300000
24324;146669956;53330044;300000
24325;146659815;53340185;300000
24326;146649675;53350325;300000
24327;146639536;53360464;300000
24328;146629398;53370602;300000
24329;146619261;53380739;300000
24330;146609125;53390875;300000
24331;146598989;53401011;300000
24332;146588854;53411146;300000
24333;146578720;53421280;300000
24334;146568587;53431413;300000
24335;146558455;53441545;300000
24336;146548323;53451677;300000
24337;146538193;53461807;300000
24338;146528063;53471937;300000
24339;146517934;53482066;300000
24340;146507806;53492194;300000
24341;146497679;53502321;300000
24342;146487552;53512448;300000
24343;146477427;53522573;300000
24344;146467302;53532698;300000
24345;146457178;53542822;300000
24346;146447055;53552945;300000
24347;146436933;53563067;300000
24348;146426811;53573189;300000
24349;146416691;53583309;300000
24350;146406571;53593429;300000
24351;146396452;53603548;300000
24352;146386334;53613666;300000
24353;146376216;53623784;300000
24354;146366100;53633900;300000
24355;146355984;53644016;300000
24356;146345870;53654130;300000
24357;146335756;53664244;300000
24358;146325642;53674358;300000
24359;146315530;53684470;300000
24360;146305419;53694581;300000
24361;146295308;53704692;300000
24362;146285198;53714802;300000
24363;146275089;53724911;300000
24364;146264981;53735019;300000
24365;146254874;53745126;300000
24366;146244767;53755233;300000
24367;146234662;53765338;300000
24368;146224557;53775443;300000
24369;146214453;53785547;300000
24370;146204350;53795650;300000
24371;146194247;53805753;300000
24372;146184146;53815854;300000
24373;146174045;53825955;300000
24374;146163945;53836055;300000
24375;146153846;53846154;300000
24376;146143748;53856252;300000
24377;146133651;53866349;300000
24378;146123554;53876446;300000
24379;146113458;53886542;300000
24380;146103363;53896637;300000
24381;146093269;53906731;300000
24382;146083176;53916824;300000
24383;146073084;53926916;300000
24384;146062992;53937008;300000
24385;146052901;53947099;300000
24386;146042811;53957189;300000
24387;146032722;53967278;300000
24388;146022634;53977366;300000
24389;146012547;53987453;300000
24390;146002460;53997540;300000
24391;145992374;54007626;300000
24392;145982289;54017711;300000
24393;145972205;54027795;300000
24394;145962122;54037878;300000
24395;145952039;54047961;300000
24396;145941958;54058042;300000
24397;145931877;54068123;300000
24398;145921797;54078203;300000
24399;145911718;54088282;300000
24400;145901639;54098361;300000
24401;145891562;54108438;300000
24402;145881485;54118515;300000
24403;145871409;54128591;300000
24404;145861334;54138666;300000
24405;145851260;54148740;300000
24406;145841187;54158813;300000
24407;145831114;54168886;300000
24408;145821042;54178958;300000
24409;145810971;54189029;300000
24410;145800901;54199099;300000
24411;145790832;54209168;300000
24412;145780764;54219236;300000
24413;145770696;54229304;300000
24414;145760629;54239371;300000
24415;145750563;54249437;300000
24416;145740498;54259502;300000
24417;145730434;54269566;300000
24418;145720370;54279630;300000
24419;145710308;54289692;300000
24420;145700246;54299754;300000
24421;145690185;54309815;300000
24422;145680124;54319876;300000
24423;145670065;54329935;300000
24424;145660007;54339993;300000
24425;145649949;54350051;300000
24426;145639892;54360108;300000
24427;145629836;54370164;300000
24428;145619781;54380219;300000
24429;145609726;54390274;300000
24430;145599673;54400327;300000
24431;145589620;54410380;300000
24432;145579568;54420432;300000
24433;145569517;54430483;300000
24434;145559466;54440534;300000
24435;145549417;54450583;300000
24436;145539368;54460632;300000
24437;145529320;54470680;300000
24438;145519273;54480727;300000
24439;145509227;54490773;300000
24440;145499182;54500818;300000
24441;145489137;54510863;300000
24442;145479093;54520907;300000
24443;145469050;54530950;300000
24444;145459008;54540992;300000
24445;145448967;54551033;300000
24446;145438927;54561073;300000
24447;145428887;54571113;300000
24448;145418848;54581152;300000
24449;145408810;54591190;300000
24450;145398773;54601227;300000
24451;145388737;54611263;300000
24452;145378701;54621299;300000
24453;145368666;54631334;300000
24454;145358633;54641367;300000
24455;145348599;54651401;300000
24456;145338567;54661433;300000
24457;145328536;54671464;300000
24458;145318505;54681495;300000
24459;145308475;54691525;300000
24460;145298446;54701554;300000
24461;145288418;54711582;300000
24462;145278391;54721609;300000
24463;145268364;54731636;300000
24464;145258339;54741661;300000
24465;145248314;54751686;300000
24466;145238290;54761710;300000
24467;145228267;54771733;300000
24468;145218244;54781756;300000
24469;145208223;54791777;300000
24470;145198202;54801798;300000
24471;145188182;54811818;300000
24472;145178163;54821837;300000
24473;145168144;54831856;300000
24474;145158127;54841873;300000
24475;145148110;54851890;300000
24476;145138094;54861906;300000
24477;145128079;54871921;300000
24478;145118065;54881935;300000
24479;145108052;54891948;300000
24480;145098039;54901961;300000
24481;145088027;54911973;300000
24482;145078017;54921983;300000
24483;145068006;54931994;300000
24484;145057997;54942003;300000
24485;145047989;54952011;300000
24486;145037981;54962019;300000
24487;145027974;54972026;300000
24488;145017968;54982032;300000
24489;145007963;54992037;300000
24490;144997958;55002042;300000
24491;144987955;55012045;300000
24492;144977952;55022048;300000
24493;144967950;55032050;300000
24494;144957949;55042051;300000
24495;144947949;55052051;300000
24496;144937949;55062051;300000
24497;144927950;55072050;300000
24498;144917952;55082048;300000
24499;144907955;55092045;300000
24500;144897959;55102041;300000
24501;144887964;55112036;300000
24502;144877969;55122031;300000
24503;144867975;55132025;300000
24504;144857982;55142018;300000
24505;144847990;55152010;300000
24506;144837999;55162001;300000
24507;144828008;55171992;300000
24508;144818019;55181981;300000
24509;144808030;55191970;300000
24510;144798042;55201958;300000
24511;144788054;55211946;300000
24512;144778068;55221932;300000
24513;144768082;55231918;300000
24514;144758097;55241903;300000
24515;144748113;55251887;300000
24516;144738130;55261870;300000
24517;144728148;55271852;300000
24518;144718166;55281834;300000
24519;144708185;55291815;300000
24520;144698206;55301794;300000
24521;144688226;55311774;300000
24522;144678248;55321752;300000
24523;144668271;55331729;300000
24524;144658294;55341706;300000
24525;144648318;55351682;300000
24526;144638343;55361657;300000
24527;144628369;55371631;300000
24528;144618395;55381605;300000
24529;144608423;55391577;300000
24530;144598451;55401549;300000
24531;144588480;55411520;300000
24532;144578510;55421490;300000
24533;144568540;55431460;300000
24534;144558572;55441428;300000
24535;144548604;55451396;300000
24536;144538637;55461363;300000
24537;144528671;55471329;300000
24538;144518706;55481294;300000
24539;144508741;55491259;300000
24540;144498778;55501222;300000
24541;144488815;55511185;300000
24542;144478853;55521147;300000
24543;144468891;55531109;300000
24544;144458931;55541069;300000
24545;144448971;55551029;300000
24546;144439012;55560988;300000
24547;144429054;55570946;300000
24548;144419097;55580903;300000
24549;144409141;55590859;300000
24550;144399185;55600815;300000
24551;144389231;55610769;300000
24552;144379277;55620723;300000
24553;144369324;55630676;300000
24554;144359371;55640629;300000
24555;144349420;55650580;300000
24556;144339469;55660531;300000
24557;144329519;55670481;300000
24558;144319570;55680430;300000
24559;144309622;55690378;300000
24560;144299674;55700326;300000
24561;144289728;55710272;300000
24562;144279782;55720218;300000
24563;144269837;55730163;300000
24564;144259893;55740107;300000
24565;144249949;55750051;300000
24566;144240007;55759993;300000
24567;144230065;55769935;300000
24568;144220124;55779876;300000
24569;144210184;55789816;300000
24570;144200244;55799756;300000
24571;144190306;55809694;300000
24572;144180368;55819632;300000
24573;144170431;55829569;300000
24574;144160495;55839505;300000
24575;144150560;55849440;300000
24576;144140625;55859375;300000
24577;144130691;55869309;300000
24578;144120758;55879242;300000
24579;144110826;55889174;300000
24580;144100895;55899105;300000
24581;144090965;55909035;300000
24582;144081035;55918965;300000
24583;144071106;55928894;300000
24584;144061178;55938822;300000
24585;144051251;55948749;300000
24586;144041324;55958676;300000
24587;144031399;55968601;300000
24588;144021474;55978526;300000
24589;144011550;55988450;300000
24590;144001627;55998373;300000
24591;143991704;56008296;300000
24592;143981783;56018217;300000
24593;143971862;56028138;300000
24594;143961942;56038058;300000
24595;143952023;56047977;300000
24596;143942104;56057896;300000
24597;143932187;56067813;300000
24598;143922270;56077730;300000
24599;143912354;56087646;300000
24600;143902439;56097561;300000
24601;143892525;56107475;300000
24602;143882611;56117389;300000
24603;143872698;56127302;300000
24604;143862787;56137213;300000
24605;143852875;56147125;300000
24606;143842965;56157035;300000
24607;143833056;56166944;300000
24608;143823147;56176853;300000
24609;143813239;56186761;300000
24610;143803332;56196668;300000
24611;143793426;56206574;300000
24612;143783520;56216480;300000
24613;143773616;56226384;300000
24614;143763712;56236288;300000
24615;143753809;56246191;300000
24616;143743906;56256094;300000
24617;143734005;56265995;300000
24618;143724104;56275896;300000
24619;143714204;56285796;300000
24620;143704305;56295695;300000
24621;143694407;56305593;300000
24622;143684510;56315490;300000
24623;143674613;56325387;300000
24624;143664717;56335283;300000
24625;143654822;56345178;300000
24626;143644928;56355072;300000
24627;143635035;56364965;300000
24628;143625142;56374858;300000
24629;143615250;56384750;300000
24630;143605359;56394641;300000
24631;143595469;56404531;300000
24632;143585580;56414420;300000
24633;143575691;56424309;300000
24634;143565803;56434197;300000
24635;143555916;56444084;300000
24636;143546030;56453970;300000
24637;143536145;56463855;300000
24638;143526260;56473740;300000
24639;143516376;56483624;300000
24640;143506494;56493506;300000
24641;143496611;56503389;300000
24642;143486730;56513270;300000
24643;143476849;56523151;300000
24644;143466970;56533030;300000
24645;143457091;56542909;300000
24646;143447213;56552787;300000
24647;143437335;56562665;300000
24648;143427459;56572541;300000
24649;143417583;56582417;300000
24650;143407708;56592292;300000
24651;143397834;56602166;300000
24652;143387960;56612040;300000
24653;143378088;56621912;300000
24654;143368216;56631784;300000
24655;143358345;56641655;300000
24656;143348475;56651525;300000
24657;143338606;56661394;300000
24658;143328737;56671263;300000
24659;143318869;56681131;300000
24660;143309002;56690998;300000
24661;143299136;56700864;300000
24662;143289271;56710729;300000
24663;143279406;56720594;300000
24664;143269543;56730457;300000
24665;143259680;56740320;300000
24666;143249818;56750182;300000
24667;143239956;56760044;300000
24668;143230096;56769904;300000
24669;143220236;56779764;300000
24670;143210377;56789623;300000
24671;143200519;56799481;300000
24672;143190661;56809339;300000
24673;143180805;56819195;300000
24674;143170949;56829051;300000
24675;143161094;56838906;300000
24676;143151240;56848760;300000
24677;143141387;56858613;300000
24678;143131534;56868466;300000
24679;143121682;56878318;300000
24680;143111831;56888169;300000
24681;143101981;56898019;300000
24682;143092132;56907868;300000
24683;143082283;56917717;300000
24684;143072436;56927564;300000
24685;143062589;56937411;300000
24686;143052742;56947258;300000
24687;143042897;56957103;300000
24688;143033052;56966948;300000
24689;143023209;56976791;300000
24690;143013366;56986634;300000
24691;143003524;56996476;300000
24692;142993682;57006318;300000
24693;142983842;57016158;300000
24694;142974002;57025998;300000
24695;142964163;57035837;300000
24696;142954325;57045675;300000
24697;142944487;57055513;300000
24698;142934651;57065349;300000
24699;142924815;57075185;300000
24700;142914980;57085020;300000
24701;142905146;57094854;300000
24702;142895312;57104688;300000
24703;142885479;57114521;300000
24704;142875648;57124352;300000
24705;142865817;57134183;300000
24706;142855986;57144014;300000
24707;142846157;57153843;300000
24708;142836328;57163672;300000
24709;142826500;57173500;300000
24710;142816673;57183327;300000
24711;142806847;57193153;300000
24712;142797022;57202978;300000
24713;142787197;57212803;300000
24714;142777373;57222627;300000
24715;142767550;57232450;300000
24716;142757728;57242272;300000
24717;142747906;57252094;300000
24718;142738086;57261914;300000
24719;142728266;57271734;300000
24720;142718447;57281553;300000
24721;142708628;57291372;300000
24722;142698811;57301189;300000
24723;142688994;57311006;300000
24724;142679178;57320822;300000
24725;142669363;57330637;300000
24726;142659549;57340451;300000
24727;142649735;57350265;300000
24728;142639922;57360078;300000
24729;142630110;57369890;300000
24730;142620299;57379701;300000
24731;142610489;57389511;300000
24732;142600679;57399321;300000
24733;142590870;57409130;300000
24734;142581063;57418937;300000
24735;142571255;57428745;300000
24736;142561449;57438551;300000
24737;142551643;57448357;300000
24738;142541838;57458162;300000
24739;142532034;57467966;300000
24740;142522231;57477769;300000
24741;142512429;57487571;300000
24742;142502627;57497373;300000
24743;142492826;57507174;300000
24744;142483026;57516974;300000
24745;142473227;57526773;300000
24746;142463428;57536572;300000
24747;142453631;57546369;300000
24748;142443834;57556166;300000
24749;142434038;57565962;300000
24750;142424242;57575758;300000
24751;142414448;57585552;300000
24752;142404654;57595346;300000
24753;142394861;57605139;300000
24754;142385069;57614931;300000
24755;142375278;57624722;300000
24756;142365487;57634513;300000
24757;142355697;57644303;300000
24758;142345908;57654092;300000
24759;142336120;57663880;300000
24760;142326333;57673667;300000
24761;142316546;57683454;300000
24762;142306760;57693240;300000
24763;142296975;57703025;300000
24764;142287191;57712809;300000
24765;142277408;57722592;300000
24766;142267625;57732375;300000
24767;142257843;57742157;300000
24768;142248062;57751938;300000
24769;142238282;57761718;300000
24770;142228502;57771498;300000
24771;142218724;57781276;300000
24772;142208946;57791054;300000
24773;142199168;57800832;300000
24774;142189392;57810608;300000
24775;142179617;57820383;300000
24776;142169842;57830158;300000
24777;142160068;57839932;300000
24778;142150295;57849705;300000
24779;142140522;57859478;300000
24780;142130751;57869249;300000
24781;142120980;57879020;300000
24782;142111210;57888790;300000
24783;142101441;57898559;300000
24784;142091672;57908328;300000
24785;142081904;57918096;300000
24786;142072137;57927863;300000
24787;142062371;57937629;300000
24788;142052606;57947394;300000
24789;142042842;57957158;300000
24790;142033078;57966922;300000
24791;142023315;57976685;300000
24792;142013553;57986447;300000
24793;142003791;57996209;300000
24794;141994031;58005969;300000
24795;141984271;58015729;300000
24796;141974512;58025488;300000
24797;141964754;58035246;300000
24798;141954996;58045004;300000
24799;141945240;58054760;300000
24800;141935484;58064516;300000
24801;141925729;58074271;300000
24802;141915975;58084025;300000
24803;141906221;58093779;300000
24804;141896468;58103532;300000
24805;141886716;58113284;300000
24806;141876965;58123035;300000
24807;141867215;58132785;300000
24808;141857465;58142535;300000
24809;141847717;58152283;300000
24810;141837969;58162031;300000
24811;141828221;58171779;300000
24812;141818475;58181525;300000
24813;141808729;58191271;300000
24814;141798984;58201016;300000
24815;141789240;58210760;300000
24816;141779497;58220503;300000
24817;141769755;58230245;300000
24818;141760013;58239987;300000
24819;141750272;58249728;300000
24820;141740532;58259468;300000
24821;141730792;58269208;300000
24822;141721054;58278946;300000
24823;141711316;58288684;300000
24824;141701579;58298421;300000
24825;141691843;58308157;300000
24826;141682107;58317893;300000
24827;141672373;58327627;300000
24828;141662639;58337361;300000
24829;141652906;58347094;300000
24830;141643174;58356826;300000
24831;141633442;58366558;300000
24832;141623711;58376289;300000
24833;141613981;58386019;300000
24834;141604252;58395748;300000
24835;141594524;58405476;300000
24836;141584796;58415204;300000
24837;141575069;58424931;300000
24838;141565343;58434657;300000
24839;141555618;58444382;300000
24840;141545894;58454106;300000
24841;141536170;58463830;300000
24842;141526447;58473553;300000
24843;141516725;58483275;300000
24844;141507004;58492996;300000
24845;141497283;58502717;300000
24846;141487563;58512437;300000
24847;141477844;58522156;300000
24848;141468126;58531874;300000
24849;141458409;58541591;300000
24850;141448692;58551308;300000
24851;141438976;58561024;300000
24852;141429261;58570739;300000
24853;141419547;58580453;300000
24854;141409833;58590167;300000
24855;141400121;58599879;300000
24856;141390409;58609591;300000
24857;141380698;58619302;300000
24858;141370987;58629013;300000
24859;141361278;58638722;300000
24860;141351569;58648431;300000
24861;141341861;58658139;300000
24862;141332153;58667847;300000
24863;141322447;58677553;300000
24864;141312741;58687259;300000
24865;141303036;58696964;300000
24866;141293332;58706668;300000
24867;141283629;58716371;300000
24868;141273926;58726074;300000
24869;141264225;58735775;300000
24870;141254524;58745476;300000
24871;141244823;58755177;300000
24872;141235124;58764876;300000
24873;141225425;58774575;300000
24874;141215727;58784273;300000
24875;141206030;58793970;300000
24876;141196334;58803666;300000
24877;141186638;58813362;300000
24878;141176943;58823057;300000
24879;141167249;58832751;300000
24880;141157556;58842444;300000
24881;141147864;58852136;300000
24882;141138172;58861828;300000
24883;141128481;58871519;300000
24884;141118791;58881209;300000
24885;141109102;58890898;300000
24886;141099413;58900587;300000
24887;141089726;58910274;300000
24888;141080039;58919961;300000
24889;141070352;58929648;300000
24890;141060667;58939333;300000
24891;141050982;58949018;300000
24892;141041298;58958702;300000
24893;141031615;58968385;300000
24894;141021933;58978067;300000
24895;141012251;58987749;300000
24896;141002571;58997429;300000
24897;140992891;59007109;300000
24898;140983212;59016788;300000
24899;140973533;59026467;300000
24900;140963855;59036145;300000
24901;140954179;59045821;300000
24902;140944502;59055498;300000
24903;140934827;59065173;300000
24904;140925153;59074847;300000
24905;140915479;59084521;300000
24906;140905806;59094194;300000
24907;140896134;59103866;300000
24908;140886462;59113538;300000
24909;140876792;59123208;300000
24910;140867122;59132878;300000
24911;140857453;59142547;300000
24912;140847784;59152216;300000
24913;140838117;59161883;300000
24914;140828450;59171550;300000
24915;140818784;59181216;300000
24916;140809119;59190881;300000
24917;140799454;59200546;300000
24918;140789791;59210209;300000
24919;140780128;59219872;300000
24920;140770465;59229535;300000
24921;140760804;59239196;300000
24922;140751144;59248856;300000
24923;140741484;59258516;300000
24924;140731825;59268175;300000
24925;140722166;59277834;300000
24926;140712509;59287491;300000
24927;140702852;59297148;300000
24928;140693196;59306804;300000
24929;140683541;59316459;300000
24930;140673887;59326113;300000
24931;140664233;59335767;300000
24932;140654580;59345420;300000
24933;140644928;59355072;300000
24934;140635277;59364723;300000
24935;140625627;59374373;300000
24936;140615977;59384023;300000
24937;140606328;59393672;300000
24938;140596680;59403320;300000
24939;140587032;59412968;300000
24940;140577386;59422614;300000
24941;140567740;59432260;300000
24942;140558095;59441905;300000
24943;140548450;59451550;300000
24944;140538807;59461193;300000
24945;140529164;59470836;300000
24946;140519522;59480478;300000
24947;140509881;59490119;300000
24948;140500241;59499759;300000
24949;140490601;59509399;300000
24950;140480962;59519038;300000
24951;140471324;59528676;300000
24952;140461686;59538314;300000
24953;140452050;59547950;300000
24954;140442414;59557586;300000
24955;140432779;59567221;300000
24956;140423145;59576855;300000
24957;140413511;59586489;300000
24958;140403879;59596121;300000
24959;140394247;59605753;300000
24960;140384615;59615385;300000
24961;140374985;59625015;300000
24962;140365355;59634645;300000
24963;140355726;59644274;300000
24964;140346098;59653902;300000
24965;140336471;59663529;300000
24966;140326845;59673155;300000
24967;140317219;59682781;300000
24968;140307594;59692406;300000
24969;140297969;59702031;300000
24970;140288346;59711654;300000
24971;140278723;59721277;300000
24972;140269101;59730899;300000
24973;140259480;59740520;300000
24974;140249860;59750140;300000
24975;140240240;59759760;300000
24976;140230621;59769379;300000
24977;140221003;59778997;300000
24978;140211386;59788614;300000
24979;140201769;59798231;300000
24980;140192154;59807846;300000
24981;140182539;59817461;300000
24982;140172925;59827075;300000
24983;140163311;59836689;300000
24984;140153698;59846302;300000
24985;140144086;59855914;300000
24986;140134475;59865525;300000
24987;140124865;59875135;300000
24988;140115255;59884745;300000
24989;140105646;59894354;300000
24990;140096038;59903962;300000
